chrom,name,id,start,stop,orientation,based_on_coordinates,arm,start_pre_build,type,pre_name,confidence,stop_pre_build,balance,mirgenedb_ID
chr1,hsa-mir-6727_loop,MI0022572,1312522,1312538,-,yes,loop,1312502.0,loop,hsa-mir-6727,Low,1312566,both,
chr1,hsa-mir-6727_post-seed,MI0022572,1312539,1312553,-,yes,5p,1312502.0,post-seed,hsa-mir-6727,Low,1312566,both,
chr1,hsa-mir-6727_seed,MI0022572,1312554,1312560,-,yes,5p,1312502.0,seed,hsa-mir-6727,Low,1312566,both,
chr1,hsa-mir-6727_pre_seed,MI0022572,1312561,1312561,-,yes,5p,1312502.0,pre-seed,hsa-mir-6727,Low,1312566,both,
chr1,hsa-mir-6727_flanking-5,MI0022572,1312562,1312586,-,yes,5p,1312502.0,flanking-5,hsa-mir-6727,Low,1312566,both,
chr1,hsa-mir-6808_flanking-3,MI0022653,1339625,1339649,-,yes,3p,1339650.0,flanking-3,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_post-seed,MI0022653,1339650,1339662,-,yes,3p,1339650.0,post-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_seed,MI0022653,1339663,1339669,-,yes,3p,1339650.0,seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_pre_seed,MI0022653,1339670,1339670,-,yes,3p,1339650.0,pre-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_loop,MI0022653,1339671,1339681,-,yes,loop,1339650.0,loop,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_post-seed,MI0022653,1339682,1339695,-,yes,5p,1339650.0,post-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_seed,MI0022653,1339696,1339702,-,yes,5p,1339650.0,seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_pre_seed,MI0022653,1339703,1339703,-,yes,5p,1339650.0,pre-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_flanking-5,MI0022653,1339704,1339728,-,yes,5p,1339650.0,flanking-5,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-4251_flanking-5,MI0015861,3127956,3127980,+,no,5p,3127975.0,flanking-5,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_pre-seed,MI0015861,3127981,3127981,+,no,5p,3127975.0,pre-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_seed,MI0015861,3127982,3127988,+,no,5p,3127975.0,seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_post-seed,MI0015861,3127989,3128002,+,no,5p,3127975.0,post-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_loop,MI0015861,3128003,3128008,+,no,loop,3127975.0,loop,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pre-seed,MI0015861,3128009,3128009,+,yes,3p,3127975.0,pre-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_seed,MI0015861,3128010,3128016,+,yes,3p,3127975.0,seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_post-seed,MI0015861,3128017,3128025,+,yes,3p,3127975.0,post-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_flanking-3,MI0015861,3128026,3128050,+,yes,3p,3127975.0,flanking-3,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-551a_flanking-3,MI0003556,3560685,3560709,-,yes,3p,3560695.0,flanking-3,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_post-seed,MI0003556,3560710,3560722,-,yes,3p,3560695.0,post-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_seed,MI0003556,3560723,3560729,-,yes,3p,3560695.0,seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pre_seed,MI0003556,3560730,3560730,-,yes,3p,3560695.0,pre-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_loop,MI0003556,3560731,3560746,-,no,loop,3560695.0,loop,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_post-seed,MI0003556,3560747,3560761,-,no,5p,3560695.0,post-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_seed,MI0003556,3560762,3560768,-,no,5p,3560695.0,seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_pre-seed,MI0003556,3560769,3560769,-,no,5p,3560695.0,pre-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_flanking-5,MI0003556,3560770,3560794,-,no,5p,3560695.0,flanking-5,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-4689_flanking-3,MI0017322,5862654,5862678,-,no,3p,5862672.0,flanking-3,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3_post-seed,MI0017322,5862679,5862696,-,no,3p,5862672.0,post-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3-seed,MI0017322,5862697,5862703,-,no,3p,5862672.0,seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3_pre-seed,MI0017322,5862704,5862704,-,no,3p,5862672.0,pre-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_loop,MI0017322,5862705,5862710,-,no,loop,5862672.0,loop,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_post-seed,MI0017322,5862711,5862724,-,yes,5p,5862672.0,post-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_seed,MI0017322,5862725,5862731,-,yes,5p,5862672.0,seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pre_seed,MI0017322,5862732,5862732,-,yes,5p,5862672.0,pre-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_flanking-5,MI0017322,5862733,5862757,-,yes,5p,5862672.0,flanking-5,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4252_flanking-3,MI0015864,6429819,6429843,-,yes,3p,6429834.0,flanking-3,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_post-seed,MI0015864,6429844,6429854,-,yes,3p,6429834.0,post-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_seed,MI0015864,6429855,6429861,-,yes,3p,6429834.0,seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pre_seed,MI0015864,6429862,6429862,-,yes,3p,6429834.0,pre-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_loop,MI0015864,6429863,6429864,-,no,loop,6429834.0,loop,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_post-seed,MI0015864,6429865,6429878,-,no,5p,6429834.0,post-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_seed,MI0015864,6429879,6429885,-,no,5p,6429834.0,seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_pre-seed,MI0015864,6429886,6429886,-,no,5p,6429834.0,pre-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_flanking-5,MI0015864,6429887,6429911,-,no,5p,6429834.0,flanking-5,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-6728_flanking-3,MI0022573,8866477,8866501,-,yes,3p,8866502.0,flanking-3,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_post-seed,MI0022573,8866502,8866514,-,yes,3p,8866502.0,post-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_seed,MI0022573,8866515,8866521,-,yes,3p,8866502.0,seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_pre_seed,MI0022573,8866522,8866522,-,yes,3p,8866502.0,pre-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_loop,MI0022573,8866523,8866562,-,yes,loop,8866502.0,loop,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_post-seed,MI0022573,8866563,8866577,-,yes,5p,8866502.0,post-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_seed,MI0022573,8866578,8866584,-,yes,5p,8866502.0,seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_pre_seed,MI0022573,8866585,8866585,-,yes,5p,8866502.0,pre-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_flanking-5,MI0022573,8866586,8866610,-,yes,5p,8866502.0,flanking-5,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-34a_flanking-3,MI0000268,9151668,9151692,-,yes,3p,9151668.0,flanking-3,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_post-seed,MI0000268,9151693,9151706,-,yes,3p,9151668.0,post-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_seed,MI0000268,9151707,9151713,-,yes,3p,9151668.0,seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_pre_seed,MI0000268,9151714,9151714,-,yes,3p,9151668.0,pre-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_loop,MI0000268,9151715,9151734,-,yes,loop,9151668.0,loop,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_post-seed,MI0000268,9151735,9151748,-,yes,5p,9151668.0,post-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_seed,MI0000268,9151749,9151755,-,yes,5p,9151668.0,seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_pre_seed,MI0000268,9151756,9151756,-,yes,5p,9151668.0,pre-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_flanking-5,MI0000268,9151757,9151781,-,yes,5p,9151668.0,flanking-5,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-5697_flanking-5,MI0019304,9967365,9967389,+,yes,5p,9967381.0,flanking-5,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pre-seed,MI0019304,9967390,9967390,+,yes,5p,9967381.0,pre-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_seed,MI0019304,9967391,9967397,+,yes,5p,9967381.0,seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_post-seed,MI0019304,9967398,9967411,+,yes,5p,9967381.0,post-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_loop,MI0019304,9967412,9967430,+,no,loop,9967381.0,loop,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_pre-seed,MI0019304,9967431,9967431,+,no,3p,9967381.0,pre-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_seed,MI0019304,9967432,9967438,+,no,3p,9967381.0,seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_post-seed,MI0019304,9967439,9967451,+,no,3p,9967381.0,post-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_flanking-3,MI0019304,9967452,9967476,+,no,3p,9967381.0,flanking-3,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-6729_flanking-5,MI0022574,12029138,12029162,+,yes,5p,12029158.0,flanking-5,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_pre-seed,MI0022574,12029163,12029163,+,yes,5p,12029158.0,pre-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_seed,MI0022574,12029164,12029170,+,yes,5p,12029158.0,seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_post-seed,MI0022574,12029171,12029184,+,yes,5p,12029158.0,post-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_loop,MI0022574,12029185,12029201,+,yes,loop,12029158.0,loop,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_pre-seed,MI0022574,12029202,12029202,+,yes,3p,12029158.0,pre-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_seed,MI0022574,12029203,12029209,+,yes,3p,12029158.0,seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_post-seed,MI0022574,12029210,12029222,+,yes,3p,12029158.0,post-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_flanking-3,MI0022574,12029223,12029247,+,yes,3p,12029158.0,flanking-3,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-7846_flanking-5,MI0025516,12166929,12166953,+,no,5p,12166943.0,flanking-5,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_pre-seed,MI0025516,12166954,12166954,+,no,5p,12166943.0,pre-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_seed,MI0025516,12166955,12166961,+,no,5p,12166943.0,seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_post-seed,MI0025516,12166962,12166972,+,no,5p,12166943.0,post-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_loop,MI0025516,12166973,12167009,+,no,loop,12166943.0,loop,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pre-seed,MI0025516,12167010,12167010,+,yes,3p,12166943.0,pre-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_seed,MI0025516,12167011,12167017,+,yes,3p,12166943.0,seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_post-seed,MI0025516,12167018,12167030,+,yes,3p,12166943.0,post-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_flanking-3,MI0025516,12167031,12167055,+,yes,3p,12166943.0,flanking-3,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-4632_flanking-5,MI0017259,12191688,12191712,+,yes,5p,12191713.0,flanking-5,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_pre-seed,MI0017259,12191713,12191713,+,yes,5p,12191713.0,pre-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_seed,MI0017259,12191714,12191720,+,yes,5p,12191713.0,seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_post-seed,MI0017259,12191721,12191735,+,yes,5p,12191713.0,post-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_loop,MI0017259,12191736,12191751,+,yes,loop,12191713.0,loop,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_pre-seed,MI0017259,12191752,12191752,+,yes,3p,12191713.0,pre-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_seed,MI0017259,12191753,12191759,+,yes,3p,12191713.0,seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_post-seed,MI0017259,12191760,12191773,+,yes,3p,12191713.0,post-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_flanking-3,MI0017259,12191774,12191798,+,yes,3p,12191713.0,flanking-3,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-6730_flanking-3,MI0022575,12578933,12578957,-,yes,3p,12578957.0,flanking-3,hsa-mir-6730,Low,12579023,5p,
