chrom,name,id,start,stop,orientation,based_on_coordinates,arm,start_pre_build,type,pre_name,confidence,stop_pre_build,balance,mirgenedb_ID
chr1,hsa-mir-6808_loop,MI0022653,1275051,1275061,-,yes,loop,1339650.0,loop,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_post-seed,MI0022653,1275062,1275075,-,yes,5p,1339650.0,post-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_seed,MI0022653,1275076,1275082,-,yes,5p,1339650.0,seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_pre_seed,MI0022653,1275083,1275083,-,yes,5p,1339650.0,pre-seed,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-6808_flanking-5,MI0022653,1275084,1275108,-,yes,5p,1339650.0,flanking-5,hsa-mir-6808,Low,1339708,3p,
chr1,hsa-mir-4251_flanking-5,MI0015861,3044520,3044544,+,no,5p,3127975.0,flanking-5,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_pre-seed,MI0015861,3044545,3044545,+,no,5p,3127975.0,pre-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_seed,MI0015861,3044546,3044552,+,no,5p,3127975.0,seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pred-5_post-seed,MI0015861,3044553,3044566,+,no,5p,3127975.0,post-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_loop,MI0015861,3044567,3044572,+,no,loop,3127975.0,loop,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_pre-seed,MI0015861,3044573,3044573,+,yes,3p,3127975.0,pre-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_seed,MI0015861,3044574,3044580,+,yes,3p,3127975.0,seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_post-seed,MI0015861,3044581,3044589,+,yes,3p,3127975.0,post-seed,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-4251_flanking-3,MI0015861,3044590,3044614,+,yes,3p,3127975.0,flanking-3,hsa-mir-4251,Low,3128035,unknown,
chr1,hsa-mir-551a_flanking-3,MI0003556,3477249,3477273,-,yes,3p,3560695.0,flanking-3,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_post-seed,MI0003556,3477274,3477286,-,yes,3p,3560695.0,post-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_seed,MI0003556,3477287,3477293,-,yes,3p,3560695.0,seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pre_seed,MI0003556,3477294,3477294,-,yes,3p,3560695.0,pre-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_loop,MI0003556,3477295,3477310,-,no,loop,3560695.0,loop,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_post-seed,MI0003556,3477311,3477325,-,no,5p,3560695.0,post-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_seed,MI0003556,3477326,3477332,-,no,5p,3560695.0,seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_pred-5_pre-seed,MI0003556,3477333,3477333,-,no,5p,3560695.0,pre-seed,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-551a_flanking-5,MI0003556,3477334,3477358,-,no,5p,3560695.0,flanking-5,hsa-mir-551a,Low,3560790,3p,Hsa-Mir-551-P1_pre
chr1,hsa-mir-4689_flanking-3,MI0017322,5922714,5922738,-,no,3p,5862672.0,flanking-3,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3_post-seed,MI0017322,5922739,5922756,-,no,3p,5862672.0,post-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3-seed,MI0017322,5922757,5922763,-,no,3p,5862672.0,seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pred-3_pre-seed,MI0017322,5922764,5922764,-,no,3p,5862672.0,pre-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_loop,MI0017322,5922765,5922770,-,no,loop,5862672.0,loop,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_post-seed,MI0017322,5922771,5922784,-,yes,5p,5862672.0,post-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_seed,MI0017322,5922785,5922791,-,yes,5p,5862672.0,seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_pre_seed,MI0017322,5922792,5922792,-,yes,5p,5862672.0,pre-seed,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4689_flanking-5,MI0017322,5922793,5922817,-,yes,5p,5862672.0,flanking-5,hsa-mir-4689,Low,5862741,5p,
chr1,hsa-mir-4252_flanking-3,MI0015864,6489879,6489903,-,yes,3p,6429834.0,flanking-3,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_post-seed,MI0015864,6489904,6489914,-,yes,3p,6429834.0,post-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_seed,MI0015864,6489915,6489921,-,yes,3p,6429834.0,seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pre_seed,MI0015864,6489922,6489922,-,yes,3p,6429834.0,pre-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_loop,MI0015864,6489923,6489924,-,no,loop,6429834.0,loop,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_post-seed,MI0015864,6489925,6489938,-,no,5p,6429834.0,post-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_seed,MI0015864,6489939,6489945,-,no,5p,6429834.0,seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_pred-5_pre-seed,MI0015864,6489946,6489946,-,no,5p,6429834.0,pre-seed,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-4252_flanking-5,MI0015864,6489947,6489971,-,no,5p,6429834.0,flanking-5,hsa-mir-4252,Low,6429896,3p,
chr1,hsa-mir-6728_flanking-3,MI0022573,8926536,8926560,-,yes,3p,8866502.0,flanking-3,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_post-seed,MI0022573,8926561,8926573,-,yes,3p,8866502.0,post-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_seed,MI0022573,8926574,8926580,-,yes,3p,8866502.0,seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_pre_seed,MI0022573,8926581,8926581,-,yes,3p,8866502.0,pre-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_loop,MI0022573,8926582,8926621,-,yes,loop,8866502.0,loop,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_post-seed,MI0022573,8926622,8926636,-,yes,5p,8866502.0,post-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_seed,MI0022573,8926637,8926643,-,yes,5p,8866502.0,seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_pre_seed,MI0022573,8926644,8926644,-,yes,5p,8866502.0,pre-seed,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-6728_flanking-5,MI0022573,8926645,8926669,-,yes,5p,8866502.0,flanking-5,hsa-mir-6728,Low,8866590,both,
chr1,hsa-mir-34a_flanking-3,MI0000268,9211727,9211751,-,yes,3p,9151668.0,flanking-3,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_post-seed,MI0000268,9211752,9211765,-,yes,3p,9151668.0,post-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_seed,MI0000268,9211766,9211772,-,yes,3p,9151668.0,seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_pre_seed,MI0000268,9211773,9211773,-,yes,3p,9151668.0,pre-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_loop,MI0000268,9211774,9211793,-,yes,loop,9151668.0,loop,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_post-seed,MI0000268,9211794,9211807,-,yes,5p,9151668.0,post-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_seed,MI0000268,9211808,9211814,-,yes,5p,9151668.0,seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_pre_seed,MI0000268,9211815,9211815,-,yes,5p,9151668.0,pre-seed,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-34a_flanking-5,MI0000268,9211816,9211840,-,yes,5p,9151668.0,flanking-5,hsa-mir-34a,High,9151777,5p,Hsa-Mir-34-P1_pre
chr1,hsa-mir-5697_flanking-5,MI0019304,10027423,10027447,+,yes,5p,9967381.0,flanking-5,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pre-seed,MI0019304,10027448,10027448,+,yes,5p,9967381.0,pre-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_seed,MI0019304,10027449,10027455,+,yes,5p,9967381.0,seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_post-seed,MI0019304,10027456,10027469,+,yes,5p,9967381.0,post-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_loop,MI0019304,10027470,10027488,+,no,loop,9967381.0,loop,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_pre-seed,MI0019304,10027489,10027489,+,no,3p,9967381.0,pre-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_seed,MI0019304,10027490,10027496,+,no,3p,9967381.0,seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_pred-3_post-seed,MI0019304,10027497,10027509,+,no,3p,9967381.0,post-seed,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-5697_flanking-3,MI0019304,10027510,10027534,+,no,3p,9967381.0,flanking-3,hsa-mir-5697,Low,9967458,5p,
chr1,hsa-mir-6729_flanking-5,MI0022574,12089195,12089219,+,yes,5p,12029158.0,flanking-5,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_pre-seed,MI0022574,12089220,12089220,+,yes,5p,12029158.0,pre-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_seed,MI0022574,12089221,12089227,+,yes,5p,12029158.0,seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_post-seed,MI0022574,12089228,12089241,+,yes,5p,12029158.0,post-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_loop,MI0022574,12089242,12089258,+,yes,loop,12029158.0,loop,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_pre-seed,MI0022574,12089259,12089259,+,yes,3p,12029158.0,pre-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_seed,MI0022574,12089260,12089266,+,yes,3p,12029158.0,seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_post-seed,MI0022574,12089267,12089279,+,yes,3p,12029158.0,post-seed,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-6729_flanking-3,MI0022574,12089280,12089304,+,yes,3p,12029158.0,flanking-3,hsa-mir-6729,Low,12029222,both,
chr1,hsa-mir-7846_flanking-5,MI0025516,12226986,12227010,+,no,5p,12166943.0,flanking-5,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_pre-seed,MI0025516,12227011,12227011,+,no,5p,12166943.0,pre-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_seed,MI0025516,12227012,12227018,+,no,5p,12166943.0,seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pred-5_post-seed,MI0025516,12227019,12227029,+,no,5p,12166943.0,post-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_loop,MI0025516,12227030,12227066,+,no,loop,12166943.0,loop,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_pre-seed,MI0025516,12227067,12227067,+,yes,3p,12166943.0,pre-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_seed,MI0025516,12227068,12227074,+,yes,3p,12166943.0,seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_post-seed,MI0025516,12227075,12227087,+,yes,3p,12166943.0,post-seed,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-7846_flanking-3,MI0025516,12227088,12227112,+,yes,3p,12166943.0,flanking-3,hsa-mir-7846,Low,12167038,3p,
chr1,hsa-mir-4632_flanking-5,MI0017259,12251745,12251769,+,yes,5p,12191713.0,flanking-5,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_pre-seed,MI0017259,12251770,12251770,+,yes,5p,12191713.0,pre-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_seed,MI0017259,12251771,12251777,+,yes,5p,12191713.0,seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_post-seed,MI0017259,12251778,12251792,+,yes,5p,12191713.0,post-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_loop,MI0017259,12251793,12251808,+,yes,loop,12191713.0,loop,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_pre-seed,MI0017259,12251809,12251809,+,yes,3p,12191713.0,pre-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_seed,MI0017259,12251810,12251816,+,yes,3p,12191713.0,seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_post-seed,MI0017259,12251817,12251830,+,yes,3p,12191713.0,post-seed,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-4632_flanking-3,MI0017259,12251831,12251855,+,yes,3p,12191713.0,flanking-3,hsa-mir-4632,Low,12191773,3p,
chr1,hsa-mir-6730_flanking-3,MI0022575,12638961,12638985,-,yes,3p,12578957.0,flanking-3,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_post-seed,MI0022575,12638986,12638999,-,yes,3p,12578957.0,post-seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_seed,MI0022575,12639000,12639006,-,yes,3p,12578957.0,seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_pre_seed,MI0022575,12639007,12639007,-,yes,3p,12578957.0,pre-seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_loop,MI0022575,12639008,12639023,-,yes,loop,12578957.0,loop,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_post-seed,MI0022575,12639024,12639038,-,yes,5p,12578957.0,post-seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_seed,MI0022575,12639039,12639045,-,yes,5p,12578957.0,seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_pre_seed,MI0022575,12639046,12639046,-,yes,5p,12578957.0,pre-seed,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-6730_flanking-5,MI0022575,12639047,12639071,-,yes,5p,12578957.0,flanking-5,hsa-mir-6730,Low,12579023,5p,
chr1,hsa-mir-3675_flanking-3,MI0016076,17185428,17185452,-,yes,3p,16858949.0,flanking-3,hsa-mir-3675,Low,16859021,both,
